id,genres,name,platforms,rating,companies,release_date
31712,"Adventure, Indie",Scum,PC (Microsoft Windows),79.24386646196454,"Jagex Ltd. Games Studio, Gamepires",2018-08-29
30372,Indie,Jets'n'Guns Gold,"Linux, PC (Microsoft Windows), Mac",79.23565678814526,"Rake in Grass, Linux Game Publishing",2007-03-31
3824,"Fighting, Arcade",Bloody Roar 3,"PlayStation 2, Arcade",79.23541600574403,"Hudson Soft, Activision, Virgin Interactive Entertainment (Europe) Ltd., Eighting",2000-12-01
13212,"Adventure, Indie",The Beginner's Guide,"Linux, PC (Microsoft Windows), Mac",79.23338698344129,Everything Unlimited Ltd.,2015-10-01
27045,"Puzzle, Arcade",Dots,"Mac, Android, iOS",79.22597267965473,Playdots,2013-04-30
1135,"Hack and slash/Beat 'em up, Adventure",Castlevania: Lament of Innocence,"PlayStation 2, PlayStation 3",79.21823370644147,Konami,2003-10-21
1202,Role-playing (RPG),Tales of Eternia,"PlayStation, PlayStation Portable",79.21588567731729,"Namco Tales Studio, Namco, Wolf Team",2000-11-30
3132,"Strategy, Adventure",Neighbours from Hell,"PC (Microsoft Windows), Xbox, Nintendo GameCube",79.21385204677003,"Encore, JoWooD Productions Software",2003-06-20
1656,"Fighting, Hack and slash/Beat 'em up, Adventure, Arcade",Final Fight 2,"Wii, Super Nintendo Entertainment System, Wii U, Super Famicom, New Nintendo 3DS",79.19703693652198,"Capcom, Playtronic",1993-05-22
36443,"Point-and-click, Adventure, Indie",The Last Door: Collector's Edition,"Linux, PC (Microsoft Windows), Mac, iOS",79.19621110808465,"Phoenix Online Publishing, The Game Kitchen",2014-05-20
8972,"Sport, Strategy",Football Manager 2009,"PC (Microsoft Windows), Mac",79.19208028676803,"Sports Interactive, Sega",2008-11-14
6923,"Role-playing (RPG), Adventure",Blue Dragon,Xbox 360,79.18272418646568,"Microsoft Game Studios, Mistwalker, Artoon, Bird Studio, XAX Entertainment",2006-12-07
143292,"Shooter, Adventure",Metro Exodus: Enhanced Edition,"PC (Microsoft Windows), PlayStation 5, Xbox Series X|S",79.17027032717672,"Deep Silver, 4A Games",2021-05-06
218277,Puzzle,Portal with RTX,PC (Microsoft Windows),79.16855295292126,NVIDIA Lightspeed Studios,2022-12-08
6260,Racing,Asphalt: Urban GT,"N-Gage, Legacy Mobile Device",79.16844961203874,Gameloft,2004-11-15
121731,"Simulator, Strategy, Turn-based strategy (TBS)",Humankind,"PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, PlayStation 5, Xbox Series X|S, Google Stadia",79.16778917378815,"Sega, Amplitude Studios",2021-08-17
8104,"Fighting, Platform, Hack and slash/Beat 'em up",The Pirates of Dark Water,"Super Nintendo Entertainment System, Sega Mega Drive/Genesis",79.1622669748212,"SUNSOFT, Playtronic, Sunsoft Osaka",1994-05-01
13447,"Fighting, Platform",Bruce Lee,"DOS, Commodore C64/128/MAX, Amstrad CPC, ZX Spectrum, MSX, Atari 8-bit, BBC Microcomputer System, Apple II, Sharp X1, PC-8800 Series, FM-7",79.16029063512391,"U.S. Gold, Comptiq, Datasoft, Inc.",1984-09-01
140827,"Music, Simulator, Strategy, Indie",Cat Cafe Manager,"PC (Microsoft Windows), Nintendo Switch",79.14928231520067,"Roost Games, Freedom Games",2022-04-14
1473,"Shooter, Hack and slash/Beat 'em up",Zone of the Enders: The 2nd Runner,PlayStation 2,79.1473923446351,"Konami Computer Entertainment Japan, Konami",2003-02-13
27871,"Adventure, Indie, Visual Novel",Digital: A Love Story,"Linux, PC (Microsoft Windows), Mac",79.14683423717541,Love Conquers All Games,2010-02-01
1253,"Platform, Puzzle",The Lost Vikings 2,Super Nintendo Entertainment System,79.14494821275967,"Blizzard Entertainment, Interplay Entertainment",1997-02-27
7038,"Fighting, Arcade",The King of Fighters XIII,"PlayStation 3, Xbox 360, Arcade",79.1441119042827,"SNK Playmore, Atlus, Rising Star Games",2010-07-14
11453,Role-playing (RPG),Persona 2: Innocent Sin,PlayStation,79.14315474154378,Atlus,1999-06-24
18394,"Strategy, Turn-based strategy (TBS), Indie, Card & Board Game","Gremlins, Inc.","Linux, PC (Microsoft Windows), Mac",79.14019333220189,"Alexey Bokulev, Yukitama Creative Industries, Charlie Oscar Lima Tango Interactive Entertainment, Sergei Klimov",2016-03-11
12760,"Role-playing (RPG), Turn-based strategy (TBS), Adventure",Dungeons & Dragons: Secret of the Silver Blades,"PC (Microsoft Windows), DOS, Commodore C64/128/MAX, Amiga",79.132724329954,"SSI (Strategic Simulations, Inc.)",1991-12-31
5294,Sport,WWE '12,"Wii, PlayStation 3, Xbox 360",79.13102635622951,"THQ, Yuke's",2011-11-22
25968,"Role-playing (RPG), Adventure",Survival Kids,Game Boy Color,79.12189856606045,Konami,1999-06-17
53070,"Shooter, Racing, Role-playing (RPG), Simulator, Adventure",Grand Theft Auto: The Trilogy - The Definitive Edition,"PC (Microsoft Windows), Android, iOS, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",79.10792865115542,"Grove Street Games, Rockstar Games, Netflix",2021-11-11
9730,"Adventure, Indie",Firewatch,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch",79.09515736889023,"Panic, Campo Santo",2016-02-09
83368,"Puzzle, Strategy, Indie",Mindustry,"Linux, PC (Microsoft Windows), Mac, Android, iOS",79.09432327143216,AnukenDev,2017-10-17
17012,"Platform, Indie, Arcade",Move or Die,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Nintendo Switch",79.07737833481691,Those Awesome Guys,2016-01-21
9588,"Real Time Strategy (RTS), Strategy, Indie",Revenge of the Titans,"Linux, PC (Microsoft Windows), Mac",79.07374933243244,Puppy Games,2011-03-16
7605,"Shooter, Role-playing (RPG)",S.T.A.L.K.E.R.: Call of Pripyat,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",79.06866584687032,"GSC Game World, GSC World Publishing, Viva Media, Deep Silver, Zoo Corporation, bitComposer Games",2009-10-02
11398,"Point-and-click, Puzzle, Adventure, Indie",Dead Synchronicity: Tomorrow Comes Today,"Linux, PC (Microsoft Windows), Mac, iOS, PlayStation 4, Nintendo Switch",79.0493129670057,"Daedalic Entertainment, Fictiorama Studios, Badland Publishing",2015-04-10
1990,"Platform, Puzzle, Adventure, Indie, Arcade",VVVVVV,"Linux, PC (Microsoft Windows), Mac, Android, Nintendo 3DS, iOS, PlayStation Vita, PlayStation 4, Ouya, Nintendo Switch",79.04408733534767,"Nicalis, Inc., Distractionware, Terry Cavanagh",2010-01-11
12228,"Shooter, Platform",Toki,Arcade,79.04199421721617,"fabtek, Tad Corporation",1989-12-08
5506,"Simulator, Strategy, Indie",Democracy 3,"Linux, PC (Microsoft Windows), Mac, iOS",79.03611149995206,Positech Games,2013-10-14
11992,"Shooter, Simulator, Strategy, Tactical",Carrier Command,"DOS, Mac, Commodore C64/128/MAX, Amiga, Amstrad CPC, ZX Spectrum, Atari ST/STE",79.01639989706844,"Rainbird, Microplay Software, Realtime Games Software Ltd.",1988-12-31
19300,"Point-and-click, Puzzle, Adventure, Indie",Deponia Doomsday,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch",79.01489747420592,Daedalic Entertainment,2016-03-01
113115,"Puzzle, Adventure, Indie",The Last Campfire,"PC (Microsoft Windows), iOS, PlayStation 4, Xbox One, Nintendo Switch",79.01258427964802,Hello Games,2020-08-27
9766,"Shooter, Platform",Rocket Knight Adventures,Sega Mega Drive/Genesis,79.01143502868297,Konami,1993-08-05
19528,"Simulator, Strategy",RollerCoaster Tycoon: Corkscrew Follies,PC (Microsoft Windows),79.01024550550937,"Chris Sawyer Productions, Hasbro Interactive, MicroProse Software, Inc.",1999-11-15
46194,"Fighting, Hack and slash/Beat 'em up",Splatterhouse 3,Sega Mega Drive/Genesis,79.00685247582695,"Namco, NOW Production",1993-03-19
6386,"Fighting, Hack and slash/Beat 'em up",Dragon Ball: Advanced Adventure,Game Boy Advance,79.0056544130143,"Banpresto, Dimps, Atari, Inc.",2004-11-18
9269,Role-playing (RPG),Dungeon Siege II,PC (Microsoft Windows),79.00559536692964,"Gas Powered Games, Microsoft Game Studios, Take-Two Interactive",2005-08-16
1093,"Platform, Adventure",Donkey Kong Land 2,"Game Boy, Nintendo 3DS",79.00306758311095,"Rare, Nintendo, Nintendo, Playtronic",1996-11-23
68534,"Platform, Adventure",Spelunker Party,"PC (Microsoft Windows), Nintendo Switch",79.0,"Square Enix, O-TWO Inc., Tozai Games",2017-04-20
2646,Arcade,Namco Museum DS,Nintendo DS,79.0,"Namco Bandai Games, M2",2007-09-18
3865,"Simulator, Strategy, Adventure",Cubivore: Survival of the Fittest,Nintendo GameCube,79.0,"Nintendo, Atlus, Saru Brunei, Intelligent Systems",2002-02-21
84678,"Simulator, Arcade",3D After Burner II,Nintendo 3DS,79.0,"M2, Sega Corporation, Sega Enterprises, Ltd.",2013-12-18
8607,Role-playing (RPG),Etrian Mystery Dungeon,Nintendo 3DS,79.0,"Atlus, Spike ChunSoft, NIS America, Sega",2015-03-05
21300,"Adventure, Visual Novel",Theresia,Nintendo DS,79.0,"WorkJam, Arc System Works, Aksys Games",2008-09-11
124490,Music,KORG DS-10 Plus,"Nintendo DS, Nintendo 3DS, Nintendo DSi",79.0,"AQ Interactive, Cavia, XSEED Games",2009-09-17
4102,Sport,Sega Soccer Slam,"PlayStation 2, Xbox, Xbox 360, Nintendo GameCube",78.9965419333105,"Sega, Black Box Games",2002-03-18
9642,Sport,MLB 14: The Show,"PlayStation 3, PlayStation Vita, PlayStation 4",78.99590519061644,"Sony Computer Entertainment, SCE San Diego Studio",2014-04-01
2636,Arcade,Dig Dug,"Xbox 360, Arcade",78.9906959569244,"Namco, Namco Bandai Games, Gotch Technology, Atari",1982-02-20
674,"Role-playing (RPG), Strategy",Dungeons & Dragons: Dragonshard,PC (Microsoft Windows),78.98865027574845,"Liquid Entertainment, Atari, Inc.",2005-09-21
28723,"Real Time Strategy (RTS), Simulator, Strategy",Age of Empires III: Complete Collection,PC (Microsoft Windows),78.98289725252678,"Microsoft Studios, Robot Entertainment, Ensemble Studios",2012-01-05
72813,"Puzzle, Simulator, Adventure, Indie",Untitled Goose Game,"PC (Microsoft Windows), Mac, PlayStation 4, Xbox One, Nintendo Switch",78.98247348696297,"House House, Panic, 22nd Century Toys",2019-09-20
4614,"Shooter, Arcade",Galaxian,Arcade,78.9704360669088,"Midway, Namco",1979-09-15
36220,"Simulator, Strategy, Indie",Rise to Ruins,"Linux, PC (Microsoft Windows), Mac",78.96713252469547,SixtyGig Games,2014-10-27
252869,"Real Time Strategy (RTS), Strategy, Tactical",Last Train Home,PC (Microsoft Windows),78.96211648918657,"Ashborne Games, THQ Nordic",2023-11-28
133409,"Puzzle, Adventure, Indie",Labyrinthine,PC (Microsoft Windows),78.95424836601308,Valko Game Studios,2023-08-18
3643,"Fighting, Sport",WWF Attitude,"Nintendo 64, PlayStation, Dreamcast",78.95329850335452,"Acclaim Entertainment, Acclaim Studios Salt Lake City",1999-06-03
8788,"Shooter, Racing, Simulator",Interstate '82,PC (Microsoft Windows),78.94784011471589,Activision,1999-11-22
8756,"Role-playing (RPG), Turn-based strategy (TBS), Indie",NEO Scavenger,"Linux, PC (Microsoft Windows), Mac",78.94676856077197,Blue Bottle Games,2014-12-15
199237,"Point-and-click, Puzzle, Adventure",A Building Full of Cats,"Linux, PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",78.94323620185318,"Devcats, Silesia Games",2022-07-07
6076,"Shooter, Arcade",1943: The Battle of Midway,"Commodore C64/128/MAX, Amiga, Amstrad CPC, ZX Spectrum, Arcade, Atari ST/STE",78.94001753468524,"GO!, Capcom, Capcom",1987-06-01
79408,"Point-and-click, Adventure",The White Chamber,PC (Microsoft Windows),78.93021312160468,Studio Trophis,2005-03-31
10037,"Adventure, Indie, Visual Novel",Analogue: A Hate Story,"Linux, PC (Microsoft Windows), Mac",78.92442594807342,Love Conquers All Games,2012-02-01
1866,Shooter,Killzone 2,PlayStation 3,78.9187786710205,"Guerrilla Games, Sony Computer Entertainment",2009-02-25
690,"Racing, Simulator",F1 Championship Season 2000,"PC (Microsoft Windows), PlayStation, PlayStation 2",78.90871864415489,"Image Space Incorporated, EA Sports",2000-12-06
18282,"Platform, Role-playing (RPG)",Monster World IV,"Wii, PlayStation 3, Sega Mega Drive/Genesis, PlayStation 4",78.90466776718598,"Westone, Sega, M2",1994-04-01
7485,"Role-playing (RPG), Hack and slash/Beat 'em up",The Witch and the Hundred Knight,PlayStation 3,78.900199520384,"NIS America, Nippon Ichi Software",2013-07-25
93071,Shooter,Half-Life: Uplink,"PC (Microsoft Windows), PlayStation 2",78.88735367295476,"Valve, Sierra Entertainment, Ziff Davis Media",1999-02-12
15024,"Puzzle, Strategy, Indie, Arcade",Fortix 2,"Linux, PC (Microsoft Windows), Mac",78.88695750088787,Nemesys Games,2011-05-06
26836,"Role-playing (RPG), Indie",Project: Gorgon,"Linux, PC (Microsoft Windows), Mac",78.88276594331683,"Elder Game, LLC",2018-03-13
100562,"Shooter, Racing, Role-playing (RPG), Hack and slash/Beat 'em up, Adventure, Indie, Arcade",198X,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",78.87899629276785,"Hi-Bit Studios, 8-4",2019-06-20
48098,Puzzle,Classic Concentration,Nintendo Entertainment System,78.87556874271878,"ShareData, Inc., Softie, Inc.",1990-10-01
1987,"Shooter, Puzzle",XIII,"PC (Microsoft Windows), PlayStation 2, Xbox, Mac, Nintendo GameCube",78.87498176382933,"SouthEnd Interactive, Ubisoft Paris, Zonic Limited, Ubisoft Entertainment, Feral Interactive",2003-11-18
48620,"Platform, Adventure",Moon Crystal,Family Computer,78.87252652147072,Hect,1992-09-28
111544,"Adventure, Indie",Maid of Sker,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",78.8669182301779,"Wales Interactive, Perp Games",2020-07-28
2050,"Puzzle, Hack and slash/Beat 'em up, Adventure",LEGO Marvel Super Heroes,"PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, Wii U, PlayStation 4, Xbox One, Nintendo Switch",78.86400775968465,"WB Games, Traveller's Tales, Feral Interactive",2013-09-30
128069,"Role-playing (RPG), Adventure",Pokémon Mystery Dungeon: Rescue Team DX,Nintendo Switch,78.86192372414853,"Nintendo of America, Nintendo of Europe, Nintendo, The Pokémon Company, Spike ChunSoft",2020-03-06
3365,"Platform, Puzzle, Role-playing (RPG), Adventure",Mario & Luigi: Dream Team,Nintendo 3DS,78.86136947028999,"Nintendo, AlphaDream, Good-Feel",2013-07-12
138785,"Platform, Puzzle, Strategy, Adventure, Indie, Arcade",Darq: Complete Edition,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5, Xbox Series X|S",78.85871411231759,"Feardemic, Unfold Games",2020-12-04
15460,Adventure,Alien: Isolation - Crew Expendable,"Linux, PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, PlayStation 4, Xbox One",78.84793145985812,"Feral Interactive, Sega, The Creative Assembly",2014-10-06
5867,"Role-playing (RPG), Adventure",Jade Empire,"PC (Microsoft Windows), Xbox, Xbox 360, Mac",78.83907279593691,"Microsoft Game Studios, BioWare, 2K Games, LTI Gray Matter, TransGaming Technologies, BioWare Edmonton, Take-Two Interactive, Electronic Arts",2005-04-12
11582,"Real Time Strategy (RTS), Simulator, Strategy",Stellaris,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One",78.83507145732388,"Paradox Development Studio, Paradox Interactive, DMM GAMES",2016-05-09
11174,"Shooter, Role-playing (RPG), Adventure",Destiny: The Taken King,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One",78.83387082503978,"Bungie, Activision",2015-09-15
9120,Adventure,The Mark of Kri,"PlayStation 2, PlayStation 3, PlayStation 4",78.82746169867394,"Sony Computer Entertainment, SCE San Diego Studio",2002-07-29
135995,"Point-and-click, Role-playing (RPG), Adventure",As Dusk Falls,"PC (Microsoft Windows), PlayStation 4, Xbox One, PlayStation 5, Xbox Series X|S",78.82566192951663,"Xbox Game Studios, INTERIOR/NIGHT",2022-07-19
24104,Fighting,Bloody Roar 4,PlayStation 2,78.80661272339574,"Konami, Hudson Soft, Eighting",2003-11-11
10745,"Strategy, Turn-based strategy (TBS), Adventure, Indie, Card & Board Game",Ticket to Ride: Classic Edition,"Linux, PC (Microsoft Windows), Xbox 360, Mac, Android, iOS, PlayStation 4, Xbox One",78.79566626400327,"Days of Wonder, Twin Sails Interactive",2008-06-25
5590,"Platform, Role-playing (RPG), Simulator, Strategy, Adventure, Indie",Pixel Piracy,"Linux, PC (Microsoft Windows), Mac, PlayStation 4, Xbox One",78.79430681181988,"505 Games, Abstraction Games, Quadro Delta, Re-Logic",2013-11-12
16369,Hack and slash/Beat 'em up,Golden Axe III,"Linux, Wii, PC (Microsoft Windows), Mac, Sega Mega Drive/Genesis",78.79160695234417,"Sega Enterprises, Ltd., Sega Corporation",1993-06-25
18997,"Point-and-click, Puzzle, Adventure, Indie",Kathy Rain,"PC (Microsoft Windows), Mac, Android, iOS",78.78889666889917,"Clifftop Games, Raw Fury",2016-05-05
2587,Sport,Skate 3,"PlayStation 3, Xbox 360, Xbox One",78.77428634533587,"EA Black Box, Electronic Arts",2010-05-11
10805,"Role-playing (RPG), Strategy, Adventure, Indie",SanctuaryRPG,PC (Microsoft Windows),78.7693910150758,"Black Shell Games, Plug In Digital",2014-04-29
4693,"Music, Puzzle",Lumines Electronic Symphony,PlayStation Vita,78.75505329137303,Q Entertainment,2012-02-15
2614,"Simulator, Strategy",Constructor,"PC (Microsoft Windows), PlayStation, DOS",78.75157557725468,"Acclaim Entertainment, System 3 Software",1997-12-31
152055,"Indie, Visual Novel",Corpse Factory,"PC (Microsoft Windows), Nintendo Switch",78.75,RIVER CROW STUDIO,2022-05-31
48159,Sport,Capcom's Gold Medal Challenge '92,"Nintendo Entertainment System, Family Computer",78.74531963647071,"Capcom, Make Software",1992-07-05
145838,"Racing, Simulator, Sport",F1 2021,"PC (Microsoft Windows), PlayStation 4, Xbox One, PlayStation 5, Xbox Series X|S",78.73237064651386,"Codemasters, EA Sports",2021-07-16
17001,"Role-playing (RPG), Adventure, Indie",Ashen,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",78.72829927270195,"Annapurna Interactive, A44, Room 8 Studio",2018-12-07
411,"Role-playing (RPG), Adventure",Final Fantasy XI Online,"PC (Microsoft Windows), PlayStation 2, Xbox 360",78.72610285656309,"Sony Computer Entertainment, Square, Square Enix, Square Product Development Division 3",2002-05-16
9709,"Platform, Sport, Adventure",Klonoa 2: Lunatea's Veil,"PlayStation 2, Nintendo GameCube",78.72420840279426,Namco,2001-03-22
136620,"Platform, Hack and slash/Beat 'em up",Ninja Gaiden,Sega Master System/Mark III,78.72266388015129,"Sega, Tec Toy",1992-03-31
2159,"Racing, Simulator, Sport",Race Driver: Grid,"PC (Microsoft Windows), PlayStation 3, Xbox 360, Mac, Arcade",78.7179514940724,"Sega, Codemasters Southam, Feral Interactive, Codemasters",2008-05-30
10479,"Puzzle, Adventure, Indie",Kairo,"Linux, PC (Microsoft Windows), Mac, Android, iOS",78.69737825404471,Lupus Studios Limited,2013-01-25
226,"Role-playing (RPG), Simulator, Strategy",The Sims 2: Seasons,"PC (Microsoft Windows), Mac",78.68287523499093,"Maxis, Aspyr Media, Electronic Arts",2007-03-01
3777,"Racing, Arcade",FlatOut: Ultimate Carnage,"PC (Microsoft Windows), Xbox 360",78.67800401848326,"Bugbear Entertainment, Empire Interactive, Strategy First",2007-07-22
9116,Racing,3-D Ultra Radio Control Racers,PC (Microsoft Windows),78.66815526913813,Sierra Studios,1999-11-15
14360,"Adventure, Indie",1979 Revolution: Black Friday,"PC (Microsoft Windows), Mac, Android, iOS, PlayStation 4, Xbox One, Nintendo Switch",78.66628718944384,"N-Fusion Interactive, iNK Stories, Digerati Distribution, iNK Stories",2016-04-04
7564,"Puzzle, Adventure",Deadline,"DOS, Mac, Commodore C64/128/MAX, Amiga, Amstrad CPC, Atari ST/STE, Atari 8-bit, Apple II, TRS-80, Amstrad PCW",78.6603137190579,"Infocom, Commodore Electronics Ltd., Infocom, Marc Blank",1982-12-31
121501,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Tactical, Indie",The Last Spell,"PC (Microsoft Windows), PlayStation 4, Nintendo Switch, PlayStation 5",78.65458087928965,CCCP,2023-03-09
5000,"Platform, Puzzle, Indie",Max & the Magic Marker,"Linux, Wii, PC (Microsoft Windows), PlayStation 3, Mac, iOS, Windows Phone",78.64679651361533,"The Games Company, Press Play",2010-01-22
6278,"Shooter, Indie",Jamestown: Legend of the Lost Colony,"Linux, PC (Microsoft Windows), Mac",78.64424312931098,Final Form Games,2011-06-08
46190,"Platform, Strategy",Sylvester & Tweety in Cagey Capers,Sega Mega Drive/Genesis,78.6435063781297,Tec Toy,1993-08-16
75379,"Role-playing (RPG), Adventure",World of Warcraft Classic,PC (Microsoft Windows),78.64313976009014,Blizzard Entertainment,2019-08-27
8448,"Platform, Arcade",Maui Mallard in Cold Shadow,"PC (Microsoft Windows), Super Nintendo Entertainment System, Sega Mega Drive/Genesis, Super Famicom",78.63465642459913,"Disney Interactive, Eurocom Entertainment Software, Tec Toy, Creative Capers Entertainment, Inc., Eurocom Entertainment Software, Disney Interactive, Inc., Capcom Co., LTD., Playtronic, Nintendo",1995-12-08
9932,"Real Time Strategy (RTS), Simulator, Strategy",Stronghold Legends,PC (Microsoft Windows),78.6234847059282,"Firefly Studios, 2K Games",2006-10-13
145515,Arcade,Pac-Man 99,Nintendo Switch,78.62140475188808,"Bandai Namco Entertainment, Namco Limited, Arika",2021-04-07
2060,"Role-playing (RPG), Simulator, Sport, Hack and slash/Beat 'em up, Adventure",Yakuza 2,"PlayStation 2, PlayStation 3, Wii U",78.62062680198972,"Sega, Ryu ga Gotoku Studios",2006-12-07
683,"Real Time Strategy (RTS), Strategy",Europa Universalis III,"PC (Microsoft Windows), Mac",78.6192757272757,Paradox Interactive,2007-01-23
13045,"Fighting, Sport",The Way of the Exploding Fist,"Commodore C64/128/MAX, Amstrad CPC, ZX Spectrum, BBC Microcomputer System, Commodore 16",78.61681345227473,"Melbourne House, Melbourne House, Beam Software, Ricochet",1985-12-31
6064,Platform,Ape Escape 3,PlayStation 2,78.61498665816738,"SCE Japan Studio, Sony Computer Entertainment Europe",2005-07-14
1270,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure",Darksiders,"Linux, PC (Microsoft Windows), PlayStation 3, Xbox 360",78.60549734529116,"THQ, Vigil Games",2010-01-05
16305,"Music, Simulator, Strategy",My Singing Monsters,"PC (Microsoft Windows), Android, iOS, PlayStation Vita",78.59664269876615,Big Blue Bubble,2012-09-03
1749,"Platform, Adventure",Mega Man Xtreme,"Game Boy Color, Nintendo 3DS",78.59399004883267,Capcom,2000-10-20
1572,"Racing, Arcade",Sega Rally 2,"PC (Microsoft Windows), Dreamcast, Arcade",78.58399576307833,"Sega AM5, Smilebit, Sega",1998-02-01
22991,"Racing, Sport",WipEout HD: Fury,PlayStation 3,78.58057188972965,"Sony Computer Entertainment, SCE Studio Liverpool",2009-10-16
26349,"Shooter, Arcade",Uridium,"Wii, DOS, Commodore C64/128/MAX, Amstrad CPC, ZX Spectrum, iOS, Atari ST/STE, BBC Microcomputer System",78.57390235944621,"Mindscape, Inc., Graftgold, Hewson Consultants, Elite Systems, Commodore, Rack-It",1986-12-31
764,"Shooter, Platform",Jazz Jackrabbit 2,"PC (Microsoft Windows), Mac",78.57126455837928,"Gathering of Developers, Orange Games, Epic MegaGames, Logicware",1998-07-31
9660,"Shooter, Simulator, Sport, Strategy, Tactical, Indie",Monday Night Combat,"Linux, PC (Microsoft Windows), Xbox 360",78.56768065654668,"Uber Entertainment, Microsoft Game Studios",2010-08-11
3883,Sport,Disney's Extreme Skate Adventure,"PlayStation 2, Xbox, Nintendo GameCube",78.56711276187178,"Toys for Bob, Activision",2003-09-03
18218,"Strategy, Turn-based strategy (TBS), Tactical, Card & Board Game",Magic: The Gathering - Duels of the Planeswalkers 2015,"PC (Microsoft Windows), Xbox 360, Android, iOS, Xbox One",78.56586431880368,"Stainless Games Ltd., Microsoft Studios, Wizards of the Coast LLC",2014-07-09
11290,"Quiz/Trivia, Card & Board Game",Trivial Pursuit Live!,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, Nintendo Switch, Google Stadia",78.56179775280899,Longtail Studios,2015-02-17
13482,"Puzzle, Sport, Strategy",The Chessmaster 2000,"DOS, Mac, Commodore C64/128/MAX, Amiga, Amstrad CPC, ZX Spectrum, MSX, Atari ST/STE, Atari 8-bit, Apple II",78.55638424954138,"The Software Toolworks, Inc., The Software Toolworks, Inc., Software Country, Dro Soft",1986-12-31
22778,"Role-playing (RPG), Indie",Outward,"PC (Microsoft Windows), PlayStation 4, Xbox One, PlayStation 5, Google Stadia",78.55546317642688,"Nine Dots Studio, Maximum Games, Deep Silver, Koch Media",2019-03-26
18689,"Adventure, Indie",Yume Nikki,"PC (Microsoft Windows), Web browser",78.55481012601636,"Kikiyama, DeNA Co., Ltd., PLAYISM",2004-06-26
2532,Shooter,Wanton Destruction,"Linux, PC (Microsoft Windows), DOS, Mac",78.55398553457366,"3D Realms, Sunstorm Interactive, General Arcade, Devolver Digital",2004-03-22
1576,"Platform, Adventure",Spyro the Dragon,"PlayStation, PlayStation 3, PlayStation Portable",78.548008482011,"Sony Computer Entertainment, Insomniac Games, Universal Interactive Studios, Sony Interactive Entertainment",1998-09-09
38757,"Puzzle, Role-playing (RPG), Strategy, Tactical, Adventure, Indie",Ticket to Earth,"PC (Microsoft Windows), Mac, Android, iOS",78.53091893782138,Robot Circus,2017-03-15
248643,"Role-playing (RPG), Adventure",Enshrouded,"PC (Microsoft Windows), PlayStation 5, Xbox Series X|S",78.53020911302747,Keen Games,2024-01-24
1966,Platform,Rayman 3: Hoodlum Havoc,"PC (Microsoft Windows), PlayStation 2, Xbox, Mac, Nintendo GameCube",78.52726161984447,"Ubisoft Shanghai, Ubisoft Montpellier, Feral Interactive, Zonic Limited",2003-02-21
14394,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Tactical, Adventure, Indie",Battle Brothers,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",78.52625713953051,"Overhype Studios, Ukiyo Publishing",2017-03-24
20176,"Platform, Adventure, Indie",Ben and Ed,PC (Microsoft Windows),78.52541312874402,Sluggerfly,2015-12-08
30002,"Simulator, Indie",Lobotomy Corporation,PC (Microsoft Windows),78.52398602420524,Project Moon,2018-04-09
2001,"Shooter, Adventure",Far Cry 3: Blood Dragon,"PC (Microsoft Windows), PlayStation 3, Xbox 360, Google Stadia",78.51264381832489,"Ubisoft Shanghai, Ubisoft Montreal, Ubisoft Entertainment",2013-04-30
68576,"Simulator, Strategy, Indie",Welcome to the Game II,"PC (Microsoft Windows), Mac",78.51146062984424,Reflect Studios,2018-04-03
10237,"Role-playing (RPG), Hack and slash/Beat 'em up",Champions: Return to Arms,PlayStation 2,78.5114408964436,"Snowblind Studios, Sony Computer Entertainment of America",2005-02-07
41839,Role-playing (RPG),Final Fantasy XIV: A Realm Reborn - Collector's Edition,"PC (Microsoft Windows), PlayStation 3, PlayStation 4",78.50742115350276,"Square Enix, Square Enix Business Division 5",2013-08-27
127560,"Point-and-click, Adventure",Telltale Batman Shadows Edition,"PC (Microsoft Windows), PlayStation 4, Xbox One, Nintendo Switch",78.50254527933853,"Athlon Games, Telltale Games",2019-12-17
